"","price","abtest","vehicleType","yearOfRegistration","gearbox","powerPS","kilometer","fuelType","notRepairedDamage"
"384",3350,"control","kleinwagen",2007,"manuell",86,150000,"benzin","nein"
"385",7500,"test","bus",2007,"manuell",107,150000,"diesel","nein"
"386",699,"test","kleinwagen",2000,"manuell",60,150000,"benzin","nein"
"387",15990,"test","kombi",2011,"manuell",150,80000,"diesel","nein"
"388",7500,"control","limousine",2003,"automatik",170,150000,"benzin","nein"
"389",2800,"test","kombi",2004,"manuell",101,150000,"diesel","nein"
"390",17300,"control","cabrio",2012,"automatik",122,50000,"benzin","nein"
"391",2300,"control","bus",2001,"automatik",150,150000,"benzin","nein"
"392",2690,"test","kleinwagen",2006,"automatik",62,90000,"benzin","nein"
"393",1250,"test","kleinwagen",2001,"manuell",71,150000,"benzin","nein"
"394",2050,"control","kombi",2000,"manuell",193,150000,"benzin","nein"
"395",4000,"test","kombi",2004,"manuell",163,150000,"diesel","nein"
"396",4350,"test","bus",2001,"manuell",68,150000,"diesel","nein"
"397",2300,"control","kombi",2002,"manuell",101,150000,"diesel","nein"
"398",3600,"control","bus",2004,"manuell",136,150000,"diesel","nein"
"399",5999,"control","coupe",2003,"manuell",170,150000,"benzin","nein"
"400",11900,"test","kombi",2010,"manuell",140,70000,"benzin","nein"
"401",1100,"control","kombi",2004,"automatik",177,150000,"diesel","ja"
"402",4000,"test","limousine",2004,"manuell",158,150000,"benzin","nein"
"403",5700,"test","kleinwagen",2008,"manuell",86,150000,"benzin","nein"
"404",750,"control","kleinwagen",2009,"manuell",77,90000,"benzin","ja"
"405",1649,"control","limousine",2004,"manuell",101,150000,"diesel","nein"
"406",1350,"test","kombi",2000,"manuell",101,150000,"benzin","nein"
"407",8750,"control","limousine",2014,"manuell",99,30000,"benzin","nein"
"408",9980,"control","limousine",2008,"manuell",260,125000,"benzin","nein"
"409",3990,"test","kombi",2001,"automatik",220,150000,"benzin","nein"
"410",5400,"control","kleinwagen",2009,"manuell",90,90000,"diesel","nein"
"411",1190,"control","andere",2000,"manuell",75,150000,"benzin","nein"
"412",14560,"control","suv",2013,"automatik",150,50000,"diesel","nein"
"413",18350,"control","cabrio",2004,"automatik",306,150000,"benzin","nein"
"414",8750,"control","cabrio",2008,"manuell",145,90000,"benzin","nein"
"415",3750,"test","kleinwagen",2008,"manuell",74,150000,"lpg","nein"
"416",8500,"control","kleinwagen",2012,"manuell",87,30000,"benzin","nein"
"417",7000,"test","kleinwagen",2011,"manuell",94,70000,"benzin","nein"
"418",3350,"test","limousine",2006,"manuell",105,150000,"benzin","nein"
"419",3500,"control","kleinwagen",2003,"manuell",58,150000,"benzin","nein"
"420",9500,"control","suv",2005,"automatik",190,150000,"diesel","nein"
"421",9900,"control","cabrio",2009,"manuell",140,100000,"diesel","nein"
"422",4000,"test","limousine",2006,"automatik",208,100000,"benzin","nein"
"423",6499,"test","limousine",2006,"automatik",102,125000,"benzin","nein"
"424",20800,"control","cabrio",2013,"manuell",211,80000,"benzin","nein"
"425",6000,"test","bus",2012,"manuell",114,100000,"diesel","nein"
"426",3250,"control","limousine",2005,"automatik",136,150000,"benzin","ja"
"427",3999,"test","limousine",2005,"manuell",170,150000,"benzin","nein"
"428",3000,"test","kleinwagen",2005,"manuell",54,50000,"benzin","nein"
"429",5300,"test","limousine",2008,"manuell",105,150000,"diesel","nein"
"430",3200,"test","kleinwagen",2006,"manuell",54,125000,"benzin","nein"
"431",1200,"control","kleinwagen",2000,"manuell",75,150000,"benzin","nein"
"432",4299,"control","kleinwagen",2003,"manuell",80,80000,"benzin","nein"
"433",9750,"test","cabrio",2012,"manuell",71,30000,"benzin","nein"
"434",8500,"test","limousine",2004,"automatik",102,70000,"benzin","nein"
"435",20760,"test","kleinwagen",2016,"manuell",95,5000,"benzin","nein"
"436",1699,"test","kombi",2000,"manuell",116,150000,"diesel","nein"
"437",55000,"control","limousine",2014,"automatik",306,50000,"benzin","nein"
"438",8999,"control","coupe",2007,"manuell",2009,150000,"benzin","ja"
"439",2700,"control","kombi",2003,"manuell",120,150000,"diesel","nein"
"440",6999,"control","bus",2006,"manuell",102,70000,"benzin","nein"
"441",2600,"control","kombi",2006,"automatik",109,150000,"diesel","nein"
"442",1399,"test","kleinwagen",2004,"manuell",101,150000,"diesel","nein"
"443",23499,"control","kombi",2014,"manuell",150,30000,"benzin","nein"
"444",7750,"control","limousine",2002,"manuell",150,150000,"diesel","nein"
"445",1750,"test","kleinwagen",2001,"manuell",75,150000,"benzin","nein"
"446",34999,"test","suv",2009,"automatik",450,80000,"benzin","nein"
"447",6300,"test","kombi",2006,"manuell",163,150000,"diesel","nein"
"448",2699,"control","kleinwagen",2005,"manuell",60,90000,"benzin","nein"
"449",3650,"control","limousine",2004,"manuell",120,150000,"benzin","nein"
"450",2850,"control","kleinwagen",2008,"manuell",68,125000,"benzin","nein"
"451",5300,"test","bus",2000,"manuell",122,150000,"diesel","nein"
"452",8999,"control","bus",2007,"automatik",102,30000,"benzin","nein"
"453",8490,"control","limousine",2007,"manuell",116,125000,"benzin","nein"
"454",7650,"control","limousine",2006,"manuell",102,125000,"benzin","nein"
"455",3999,"test","bus",2003,"manuell",116,150000,"diesel","nein"
"456",1500,"test","bus",2005,"automatik",177,150000,"diesel","ja"
"457",4650,"test","limousine",2004,"manuell",105,150000,"diesel","nein"
"458",28990,"test","limousine",2012,"automatik",320,60000,"benzin","nein"
"459",1900,"test","limousine",2002,"manuell",101,150000,"benzin","nein"
"460",2999,"test","kombi",2003,"manuell",101,150000,"diesel","nein"
"461",7777,"test","kombi",2009,"manuell",116,150000,"diesel","nein"
"462",2450,"test","limousine",2000,"manuell",105,150000,"benzin","nein"
"463",11000,"test","suv",2009,"automatik",224,125000,"diesel","nein"
"464",1150,"control","limousine",2003,"manuell",125,150000,"diesel","nein"
"465",29900,"control","limousine",2011,"manuell",204,100000,"diesel","nein"
"466",6699,"control","cabrio",2011,"automatik",71,60000,"benzin","nein"
"467",2000,"test","bus",2003,"manuell",102,150000,"diesel","nein"
"468",20950,"control","kombi",2012,"automatik",184,125000,"diesel","nein"
"469",15999,"test","limousine",2011,"automatik",140,70000,"diesel","nein"
"470",1599,"test","kombi",2004,"manuell",136,150000,"benzin","nein"
"471",2490,"test","kleinwagen",2004,"manuell",75,125000,"benzin","nein"
"472",14500,"test","limousine",2011,"automatik",245,90000,"diesel","nein"
"473",999,"test","kleinwagen",2001,"manuell",60,150000,"benzin","nein"
"474",1450,"control","limousine",2000,"manuell",240,150000,"benzin","nein"
"475",6800,"test","kombi",2004,"automatik",192,150000,"benzin","nein"
"476",9900,"test","limousine",2008,"manuell",143,150000,"diesel","nein"
"477",19500,"control","cabrio",2013,"manuell",120,10000,"benzin","nein"
"478",2000,"test","limousine",2007,"manuell",120,150000,"benzin","nein"
"479",14890,"control","kombi",2011,"manuell",114,150000,"diesel","nein"
"480",7899,"test","kombi",2009,"manuell",109,70000,"diesel","nein"
"481",950,"test","kleinwagen",2002,"manuell",58,150000,"benzin","nein"
"482",7900,"control","bus",2000,"manuell",143,125000,"lpg","nein"
"483",6200,"test","kleinwagen",2009,"manuell",95,125000,"benzin","nein"
"484",37800,"control","bus",2012,"automatik",224,80000,"diesel","nein"
"485",1700,"control","limousine",2000,"automatik",184,150000,"diesel","nein"
"486",16000,"test","kleinwagen",2011,"automatik",122,70000,"benzin","nein"
"487",8599,"test","limousine",2004,"manuell",192,150000,"benzin","nein"
"488",14400,"test","bus",2010,"automatik",140,30000,"benzin","nein"
"489",6400,"test","limousine",2008,"manuell",105,150000,"diesel","nein"
"490",2450,"test","limousine",2003,"manuell",143,150000,"benzin","nein"
"491",8590,"test","limousine",2004,"automatik",177,150000,"diesel","nein"
"492",13400,"test","cabrio",2011,"manuell",126,80000,"benzin","nein"
"493",3500,"control","limousine",2005,"automatik",140,150000,"diesel","nein"
"494",4999,"test","limousine",2003,"automatik",163,125000,"benzin","nein"
"495",8500,"control","kombi",2009,"manuell",80,80000,"benzin","nein"
"496",17500,"test","kombi",2008,"manuell",211,125000,"benzin","nein"
"497",11000,"control","limousine",2010,"automatik",204,90000,"diesel","nein"
"498",12999,"test","kombi",2008,"automatik",143,150000,"diesel","nein"
"499",19800,"control","limousine",2012,"automatik",150,50000,"diesel","nein"
"500",3333,"test","limousine",2001,"automatik",250,150000,"diesel","ja"
"501",7200,"test","bus",2009,"manuell",86,60000,"diesel","nein"
"502",7850,"control","limousine",2006,"automatik",231,150000,"diesel","nein"
"503",4250,"test","kombi",2003,"automatik",193,150000,"diesel","nein"
"504",12800,"control","limousine",2008,"automatik",156,125000,"benzin","nein"
"505",3200,"test","kombi",2002,"manuell",204,150000,"diesel","nein"
"506",680,"test","kleinwagen",2000,"manuell",65,150000,"benzin","nein"
"507",6300,"control","bus",2005,"automatik",105,150000,"diesel","nein"
"508",13750,"test","kombi",2010,"manuell",160,40000,"benzin","nein"
"509",4500,"control","kleinwagen",2011,"manuell",86,150000,"benzin","nein"
"510",3200,"test","limousine",2003,"manuell",102,150000,"benzin","nein"
"511",8700,"test","limousine",2008,"automatik",179,150000,"diesel","nein"
"512",2800,"control","coupe",2002,"manuell",116,125000,"benzin","nein"
"513",5899,"test","kombi",2006,"manuell",105,150000,"diesel","nein"
"514",5900,"test","kleinwagen",2009,"manuell",69,30000,"benzin","nein"
"515",6700,"test","limousine",2006,"automatik",163,150000,"diesel","nein"
"516",2800,"control","bus",2005,"manuell",109,150000,"diesel","nein"
"517",5800,"test","limousine",2004,"automatik",224,150000,"diesel","nein"
"518",4499,"control","kombi",2007,"manuell",125,150000,"diesel","nein"
"519",9900,"test","kombi",2010,"manuell",140,150000,"diesel","nein"
"520",3900,"control","kleinwagen",2008,"manuell",86,80000,"benzin","nein"
"521",4250,"test","bus",2003,"manuell",120,150000,"diesel","nein"
"522",4960,"control","kombi",2003,"manuell",129,150000,"lpg","nein"
"523",2599,"test","kleinwagen",2009,"manuell",68,125000,"diesel","nein"
"524",1900,"control","kleinwagen",2005,"manuell",60,125000,"benzin","nein"
"525",10998,"test","kombi",2005,"automatik",177,150000,"benzin","nein"
"526",3950,"test","kleinwagen",2010,"manuell",115,125000,"benzin","ja"
"527",1450,"control","kleinwagen",2000,"manuell",60,150000,"benzin","nein"
"528",4500,"control","kleinwagen",2007,"manuell",90,150000,"diesel","nein"
"529",6500,"control","limousine",2003,"automatik",184,150000,"diesel","nein"
"530",5000,"test","limousine",2006,"manuell",116,150000,"benzin","nein"
"531",2300,"test","kombi",2002,"manuell",144,150000,"benzin","nein"
"532",1250,"test","kombi",2001,"automatik",92,150000,"benzin","nein"
"533",1900,"test","limousine",2000,"manuell",82,125000,"benzin","nein"
"534",8700,"test","kombi",2006,"manuell",122,150000,"diesel","nein"
"535",27500,"test","limousine",2012,"manuell",271,50000,"benzin","nein"
"536",19999,"control","kombi",2013,"automatik",136,70000,"diesel","nein"
"537",24000,"test","coupe",2009,"automatik",354,150000,"benzin","nein"
"538",3600,"control","bus",2004,"manuell",136,150000,"diesel","nein"
"539",949,"control","kleinwagen",2000,"manuell",45,90000,"benzin","nein"
"540",17990,"test","limousine",2013,"manuell",109,60000,"diesel","nein"
"541",1100,"control","limousine",2001,"manuell",75,150000,"benzin","nein"
"542",16900,"test","bus",2011,"automatik",140,100000,"diesel","nein"
"543",6900,"control","kleinwagen",2008,"manuell",120,150000,"benzin","nein"
"544",2900,"control","kleinwagen",2001,"manuell",75,150000,"benzin","nein"
"545",6800,"control","suv",2004,"automatik",218,150000,"diesel","nein"
"546",4750,"test","kleinwagen",2009,"manuell",65,50000,"benzin","nein"
"547",5500,"test","limousine",2006,"manuell",136,150000,"diesel","nein"
"548",2750,"test","kombi",2007,"manuell",111,150000,"benzin","nein"
"549",9450,"test","kombi",2007,"manuell",170,150000,"diesel","nein"
"550",23500,"test","limousine",2013,"automatik",170,60000,"diesel","nein"
"551",19700,"control","limousine",2014,"automatik",110,10000,"benzin","nein"
"552",3600,"test","coupe",2001,"automatik",193,150000,"benzin","nein"
"553",7490,"test","kombi",2007,"manuell",170,150000,"diesel","nein"
"554",2199,"test","bus",2002,"manuell",75,150000,"diesel","nein"
"555",2199,"test","limousine",2000,"manuell",101,150000,"diesel","nein"
"556",5900,"control","coupe",2007,"manuell",150,150000,"diesel","nein"
"557",13950,"control","limousine",2009,"automatik",177,150000,"diesel","nein"
"558",3999,"control","kombi",2004,"manuell",129,125000,"benzin","nein"
"559",16800,"test","suv",2011,"automatik",150,50000,"diesel","nein"
"560",15900,"control","limousine",2010,"automatik",184,100000,"diesel","ja"
"561",5199,"control","bus",2008,"automatik",150,150000,"diesel","nein"
"562",1400,"control","kombi",2001,"automatik",179,150000,"diesel","nein"
"563",1400,"test","kleinwagen",2000,"manuell",68,150000,"benzin","nein"
"564",950,"control","kombi",2001,"manuell",75,125000,"benzin","ja"
"565",10000,"test","bus",2013,"manuell",95,40000,"diesel","nein"
"566",2350,"control","coupe",2004,"manuell",75,150000,"benzin","ja"
"567",25000,"test","limousine",2013,"manuell",280,70000,"benzin","nein"
"568",2850,"control","bus",2001,"manuell",116,150000,"diesel","nein"
"569",2850,"test","kombi",2007,"manuell",80,150000,"diesel","nein"
"570",3400,"test","kleinwagen",2012,"manuell",84,150000,"diesel","ja"
"571",5250,"control","bus",2007,"manuell",109,80000,"benzin","nein"
"572",6450,"control","bus",2006,"manuell",140,150000,"diesel","nein"
"573",6000,"control","limousine",2005,"manuell",116,125000,"benzin","nein"
"574",5499,"test","limousine",2004,"manuell",163,150000,"benzin","nein"
"575",21990,"test","kombi",2013,"automatik",140,50000,"diesel","nein"
"576",9500,"control","kombi",2008,"manuell",197,150000,"diesel","nein"
"577",650,"test","kombi",2000,"manuell",115,150000,"benzin","nein"
"578",28990,"control","limousine",2015,"automatik",184,10000,"diesel","nein"
"579",1200,"test","limousine",2002,"manuell",1,150000,"benzin","nein"
"580",3200,"control","kleinwagen",2010,"manuell",60,100000,"benzin","nein"
"581",1100,"control","andere",2002,"manuell",58,150000,"benzin","nein"
"582",1500,"test","kleinwagen",2008,"manuell",69,150000,"diesel","ja"
"583",2390,"test","kleinwagen",2009,"manuell",54,150000,"diesel","nein"
"584",7250,"control","kleinwagen",2012,"manuell",75,30000,"benzin","nein"
"585",1900,"control","bus",2004,"manuell",101,150000,"diesel","nein"
"586",2200,"test","kombi",2003,"manuell",101,150000,"diesel","nein"
"587",5500,"test","kleinwagen",2011,"manuell",101,100000,"benzin","nein"
"588",11199,"control","kombi",2009,"manuell",349,70000,"benzin","nein"
"589",19000,"control","suv",2010,"manuell",163,80000,"diesel","nein"
"590",1900,"control","kleinwagen",2002,"automatik",75,70000,"benzin","nein"
"591",2200,"test","kombi",2000,"automatik",150,150000,"benzin","nein"
"592",11200,"control","kleinwagen",2012,"manuell",86,40000,"benzin","nein"
"593",4800,"control","kombi",2006,"automatik",140,150000,"diesel","nein"
"594",1500,"test","kombi",2001,"manuell",118,150000,"diesel","nein"
"595",1990,"control","limousine",2001,"automatik",140,150000,"benzin","nein"
"596",1300,"test","coupe",2003,"manuell",147,150000,"benzin","ja"
"597",1600,"control","limousine",2000,"manuell",60,150000,"diesel","nein"
"598",5600,"test","cabrio",2007,"automatik",120,80000,"benzin","ja"
"599",13800,"test","limousine",2011,"automatik",160,80000,"benzin","nein"
"600",4485,"control","limousine",2003,"manuell",131,150000,"diesel","nein"
"601",14990,"test","kombi",2010,"manuell",143,125000,"benzin","nein"
"602",1350,"control","kombi",2000,"manuell",90,150000,"benzin","nein"
"603",12900,"test","kombi",2010,"automatik",170,150000,"diesel","nein"
"604",1850,"test","kombi",2002,"manuell",163,150000,"diesel","ja"
"605",850,"test","kleinwagen",2001,"manuell",101,150000,"benzin","ja"
"606",7000,"test","limousine",2010,"manuell",116,125000,"benzin","ja"
"607",8700,"test","suv",2001,"automatik",347,150000,"benzin","nein"
"608",8250,"test","limousine",2008,"manuell",102,70000,"benzin","nein"
"609",1500,"control","bus",2003,"manuell",75,150000,"benzin","nein"
"610",1250,"control","kleinwagen",2001,"manuell",50,150000,"benzin","nein"
"611",22500,"test","kombi",2012,"manuell",136,80000,"diesel","nein"
"612",6900,"control","cabrio",2008,"manuell",110,100000,"benzin","nein"
"613",6950,"control","kombi",2008,"manuell",140,150000,"diesel","nein"
"614",1550,"test","kleinwagen",2003,"automatik",61,125000,"benzin","nein"
"615",2750,"control","limousine",2003,"manuell",75,150000,"benzin","nein"
"616",6500,"control","limousine",2005,"manuell",140,150000,"diesel","nein"
"617",2000,"control","andere",2003,"automatik",150,150000,"benzin","ja"
"618",4999,"control","kleinwagen",2009,"manuell",125,150000,"diesel","nein"
"619",11700,"test","kombi",2009,"automatik",224,150000,"diesel","nein"
"620",9500,"test","bus",2010,"manuell",170,150000,"diesel","nein"
"621",2750,"control","kleinwagen",2004,"manuell",54,5000,"benzin","nein"
"622",9500,"test","kleinwagen",2007,"automatik",120,90000,"benzin","nein"
"623",2000,"control","cabrio",2000,"manuell",75,150000,"benzin","nein"
"624",1200,"test","bus",2002,"manuell",95,150000,"benzin","ja"
"625",4000,"test","coupe",2006,"manuell",163,150000,"benzin","nein"
"626",2398,"control","kombi",2003,"manuell",136,150000,"diesel","nein"
"627",6999,"test","limousine",2010,"manuell",101,125000,"benzin","nein"
"628",3250,"control","limousine",2004,"manuell",75,150000,"benzin","nein"
"629",2800,"control","kleinwagen",2004,"manuell",75,150000,"benzin","ja"
"630",3900,"test","kombi",2006,"manuell",136,125000,"benzin","nein"
